coverage,ret_seed,scenario,origin,destination,b1_tt_s,b2_tt_s,b3_tt_s,b4_tt_s,fw_tt_s,red_vs_b1,red_vs_b3,n_replannings,fw_lat_ms,n_affected,n_affected_obs,incident_visible
0.7,2,off_peak,158,120,378.93291325323196,378.93291325323196,378.93291325323196,378.93291325323196,378.93291325323196,0.0,0.0,0,0.17291699623456225,0,0,
0.7,2,off_peak,5,148,386.42605843026644,386.42605843026644,386.42605843026644,386.42605843026644,386.42605843026644,0.0,0.0,0,0.15485799667658284,0,0,
0.7,2,off_peak,89,25,359.19726279689945,359.19726279689945,359.19726279689945,359.19726279689945,359.19726279689945,0.0,0.0,0,0.11540799459908158,0,0,
0.7,2,off_peak,16,82,446.7065756840289,440.9569371865816,446.7065756840289,446.7065756840289,446.7065756840289,0.0,0.0,0,0.19249099568696693,0,0,
0.7,2,off_peak,64,197,453.370305471036,454.77354555761036,453.370305471036,453.370305471036,453.370305471036,0.0,0.0,0,0.22715600061928853,0,0,
0.7,2,incident,18,160,896.1149784741832,849.8111823537995,628.4433259648417,560.5409546509728,628.4433259648417,29.8702352866712,0.0,1,0.8982680010376498,13,10,True
0.7,2,incident,135,90,736.4519045977321,875.177679613746,726.2483870393412,751.2823132643056,726.2483870393412,1.3854967981872908,0.0,1,0.3557640011422336,10,7,True
0.7,2,incident,89,177,858.4485347895624,812.510341907975,722.4260804396208,727.2548972201006,727.4885775800783,15.255423231817527,-0.7007633414032864,1,0.8318569998664316,12,10,True
0.7,2,incident,152,157,555.2128823628912,494.13663207415533,481.7684974247787,422.62138612519396,481.7684974247787,13.228148566284293,0.0,2,0.4626073326411036,11,7,True
0.7,2,incident,14,200,963.7998528465381,918.0716854160308,788.1062847794044,773.7859800486032,794.4256165433472,17.573590180881634,-0.8018375041523313,1,0.27761049568653107,14,12,True
0.7,2,incident,92,184,528.056418924877,528.056418924877,489.3611740854242,486.9391123578624,528.056418924877,0.0,-7.9072976951575775,0,0.132069006212987,8,5,True
0.7,2,incident,75,200,964.5872531315345,846.8851051032304,773.0015159639628,697.6734541564238,748.1786183558061,22.4353612462903,3.2112353075015134,1,0.1850279986683745,12,9,True
0.7,2,incident,187,76,529.4502419753084,529.4502419753084,438.88938314819217,352.9857688322641,464.01512286218383,12.359068695293217,-5.724845639637605,1,0.18109149823430926,9,5,True
0.7,2,incident,33,172,1030.4900009840753,921.0385103089085,657.8495879771564,657.8495879771564,741.7191249442444,28.022676179687984,-12.749044538430324,0,0.1884420053102076,10,6,True
0.7,2,incident,130,144,609.3695769233575,609.3695769233575,609.3695769233575,609.3695769233575,609.3695769233575,0.0,0.0,0,0.16398500156356022,8,6,True
0.7,2,incident,90,166,565.9564613171575,496.6337189128914,496.6337189128914,496.6337189128914,496.6337189128914,12.24877656541466,0.0,0,0.1998270017793402,8,7,True
0.7,2,incident,131,28,906.2787246814723,814.0192187486763,814.7910838228224,854.4011997078676,790.2218445613701,12.805870529609145,3.015403549358793,1,0.6466054983320646,12,9,True
0.7,2,incident,50,23,635.8970132329035,635.9715132503255,552.2470610996064,552.9689100944476,553.0008581671483,13.036097566225507,-0.1364963474936307,1,0.5442205037979875,12,9,True
0.7,2,incident,16,158,878.630629729313,921.1338811351542,766.2505493545533,740.8962548910373,766.2505493545533,12.79036680173346,0.0,1,0.18309049846720882,10,6,True
0.7,2,incident,189,60,722.6633070149845,722.6633070149845,722.6633070149845,722.6633070149845,722.6633070149845,0.0,0.0,0,0.15049700596136972,11,6,True
0.7,2,incident,104,162,607.0028181830792,605.4050286650571,580.1534389846388,580.1534389846388,580.1534389846388,4.423270929582783,0.0,1,0.18168799942941405,10,7,True
0.7,2,incident,86,168,1108.3669294444464,873.0947186105357,728.8544446224946,972.1203576487505,873.0947186105357,21.22692445829629,-19.789997173269537,0,0.16067300020949915,11,8,True
0.7,2,incident,66,34,921.1856317142714,872.6461114799902,654.5080385930268,654.5080385930268,654.5080385930268,28.94938695743371,0.0,1,0.24200600091717206,13,8,True
0.7,2,incident,148,33,1240.4872216707747,1274.9306142659525,1185.886863888621,1201.4917526408292,1185.886863888621,4.401525209474877,0.0,1,0.25619550069677643,9,6,True
0.7,2,incident,34,78,1420.2813628733008,1020.718870722868,961.0871256951734,1103.2356231351405,1055.5896647057295,25.677426156587845,-9.83287950529985,1,0.11726050070137717,14,10,True
0.7,2,incident,125,74,576.7534158652109,491.26871546950224,465.36254628463917,466.6887352528597,514.1303976307902,10.857849561320304,-10.479539390418013,0,0.4210659972159192,10,6,True
0.7,2,incident,198,18,636.386211774002,636.386211774002,576.7399472295708,578.4527955268392,576.7399472295708,9.37265192753944,0.0,1,0.2565024988143705,11,10,True
0.7,2,incident,158,200,811.5610213373265,811.5610213373265,772.5083368459532,772.5083368459532,772.5083368459532,4.812045362531152,0.0,1,0.1930699982040096,12,11,True
0.7,2,incident,54,148,740.6441331556732,999.8264270271396,804.6377504179563,801.9511058652333,804.6377504179563,-8.640265195867357,0.0,1,0.14420750085264444,9,7,True
0.7,2,incident,92,186,1213.1186096933013,1109.6243802874753,1071.0335912858563,1153.2206275595372,1063.1339761567945,12.363558875288026,0.7375693155970771,1,0.8449804990959819,16,11,True
0.7,2,incident,130,17,567.4509663474771,567.4509663474771,544.3246900670877,528.5099506534882,567.4509663474771,0.0,-4.248617911772319,0,0.18703700334299356,8,6,True
0.7,2,incident,162,8,1042.5626323765634,935.2619135467698,1010.5718318260828,961.6830204333618,1010.5718318260828,3.0684775721873296,0.0,1,1.2165765001554973,13,8,True
0.7,2,incident,140,21,834.0670570594198,834.0670570594198,821.339956965907,762.4200812834416,834.0670570594198,0.0,-1.5495532617854857,0,0.13298200065037236,9,6,True
0.7,2,incident,164,35,644.8937601608347,646.1500847594451,600.2444416313563,486.25964537181306,600.2444416313563,6.923515358303833,0.0,1,0.21483250020537525,11,8,True
0.7,2,incident,92,71,695.4838216018379,695.4838216018379,662.3234299940938,662.291481921393,662.3234299940938,4.7679601707152806,0.0,1,0.19089950001216494,11,8,True
0.7,2,incident,75,171,492.27775690252673,489.0268152721025,492.27775690252673,489.0268152721025,489.0268152721025,0.6603876744055133,0.6603876744055133,0,0.1678039989201352,8,5,True
0.7,2,incident,2,185,752.1174237886041,741.9612190060838,645.4861107538896,645.4861107538896,645.4861107538896,14.177482087515777,0.0,1,0.5959354966762476,13,9,True
0.7,2,incident,50,136,672.1899009403386,643.282074424737,610.1451347714068,610.6686194513522,610.1451347714068,9.230243727574047,0.0,1,0.4431555025803391,12,8,True
0.7,2,incident,127,189,665.0750867563888,664.1084303496204,574.7447271109918,569.6425022812696,573.9643707734722,13.699312723811245,0.13577442309773602,1,0.3475465018709656,14,12,True
0.7,2,incident,128,106,631.8141935066092,632.6159617147866,587.1507637689174,525.6503687409293,564.2283969025023,10.69710008080088,3.9040001786383773,0,0.6008749987813644,10,7,True
0.7,2,incident,37,34,506.7460763310718,506.7460763310718,506.7460763310718,510.18881381220604,506.7460763310718,0.0,0.0,0,0.21637500321958214,9,7,True
0.7,2,incident,200,205,598.9465786224499,598.9465786224499,565.7861870147058,566.6849662502841,598.9465786224499,0.0,-5.860940469881469,0,0.18108400399796665,10,7,True
0.7,2,incident,31,184,593.2912151678593,612.5099635187636,504.99142643453047,464.7852408001893,447.6932782695752,24.540720168440412,11.346360584674928,0,1.6810199958854355,9,6,True
0.7,2,incident,18,154,663.6828920541311,662.9025353355477,596.2855731455079,600.507986096605,600.507986096605,9.518838998847277,-0.7081192538037043,1,0.996140999632189,14,9,True
0.7,2,incident,69,136,666.7599176907901,665.312995750262,644.9120572007268,492.75692686857747,644.9120572007268,3.2767207371627234,0.0,2,0.20923633079898232,9,6,True
0.7,2,incident,183,19,506.15329694019783,485.7494839762071,428.9394175816898,419.0180229148396,428.9394175816898,15.255038310583382,0.0,1,0.3223254971089773,10,7,True
0.7,2,incident,152,154,729.032564885113,636.6178755176982,728.4764203683953,478.13339007759515,727.8274060042287,0.16530933444299217,0.0890920208286818,1,0.729445499018766,12,5,True
0.7,2,incident,184,31,445.9405703947755,445.9405703947755,445.9405703947755,445.9405703947755,445.9405703947755,0.0,0.0,0,0.17387299885740504,8,5,True
0.7,2,incident,76,124,619.0382084909854,636.1377148307547,567.4143866137019,442.26081534225295,567.4143866137019,8.339359536970365,0.0,1,0.1702664994809311,9,6,True
0.7,2,incident,89,29,1330.5234764797312,1316.8637064078193,1361.2363261988094,1341.7178688950225,1361.2363261988094,-2.3083282829655496,0.0,1,0.6128589993750211,14,10,True
0.7,2,incident,158,120,790.945871976137,688.6954957242186,625.2500810183041,683.4763889686295,662.8524864827087,16.194962263775857,-6.0139785033156805,1,0.4520954971667379,10,9,True
0.7,2,incident,5,148,1114.5372605703674,1101.8328604264464,978.033286868486,911.5837814974458,1042.3785075265519,6.474323972523637,-6.579041993968268,0,0.27417099772719666,9,5,True
0.7,2,incident,89,25,858.1359036455672,728.9617600553488,850.183619736491,727.7856368873134,746.5259404861037,13.006094102964067,12.192387249535033,0,0.9315389979747124,10,7,True
0.7,2,incident,16,82,1044.5179437073314,753.9938398024487,822.864505658311,895.3688228217783,938.8413687637416,10.117257973425476,-14.094284333317585,1,0.285138998151524,14,10,True
0.7,2,incident,64,197,1233.4669717168424,1085.4246087255544,1038.4592466924623,959.0430928534423,1009.525739616832,18.15542995758616,2.7861957190698465,0,0.33326300035696477,13,9,True
0.5,0,peak_hour,18,160,429.59065972763057,534.3229611781188,429.59065972763057,429.59065972763057,429.59065972763057,0.0,0.0,0,1.1949039981118403,0,0,
0.5,0,peak_hour,135,90,441.01243208201464,441.01243208201464,441.01243208201464,441.1198057268021,441.1198057268021,-0.02434707889765109,-0.02434707889765109,0,0.2036320001934655,0,0,
0.5,0,peak_hour,89,177,510.39133194450386,698.0729183313426,510.39133194450386,510.39133194450386,510.39133194450386,0.0,0.0,0,0.2408599975751713,0,0,
0.5,0,peak_hour,152,157,400.42090321670366,398.2050029322493,400.42090321670366,398.5116755063358,494.55852557345975,-23.509667352658102,-23.509667352658102,0,0.7475669990526512,0,0,
0.5,0,peak_hour,14,200,607.0960201440404,632.2631124788571,607.0960201440404,607.0960201440404,607.0960201440404,0.0,0.0,0,0.26284699561074376,0,0,
0.5,0,peak_hour,92,184,363.10190800185524,361.9732371839424,363.10190800185524,361.9732371839424,362.51063735352466,0.1628387610476443,0.1628387610476443,0,0.12612999853445217,0,0,
0.5,0,peak_hour,75,200,601.7519479274109,634.646490089127,601.7519479274109,601.7519479274109,601.7519479274109,0.0,0.0,0,0.18513300165068358,0,0,
0.5,0,peak_hour,187,76,533.4763106988225,616.8443187396902,533.4763106988225,533.4763106988225,533.4763106988225,0.0,0.0,0,0.1986799979931675,0,0,
0.5,0,peak_hour,33,172,473.7454681419132,485.86685156946714,473.7454681419132,485.86685156946714,485.86685156946714,-2.5586278376647016,-2.5586278376647016,0,0.1675849998719059,0,0,
0.5,0,peak_hour,130,144,641.2449000798423,703.1104573736568,641.2449000798423,758.6895040008851,758.6895040008851,-18.315093641511943,-18.315093641511943,0,0.1578700030222535,0,0,
0.5,0,peak_hour,90,166,827.2557991727372,807.9403747742389,827.2557991727372,827.2557991727372,796.7057384803265,3.6929400462300714,3.6929400462300714,0,0.208265999390278,0,0,
0.5,0,peak_hour,131,28,694.4301093869859,694.4419927147837,694.4301093869859,691.828411662253,691.828411662253,0.37465220611324423,0.37465220611324423,0,0.26566100132185966,0,0,
0.5,0,peak_hour,50,23,485.56158489803903,485.56158489803903,485.56158489803903,482.79015305041054,482.79015305041054,0.5707683502619864,0.5707683502619864,0,0.6510419989353977,0,0,
0.5,0,peak_hour,16,158,544.8776522391307,559.8741586809602,544.8776522391307,526.9166795964128,526.7266737410555,3.3312025963049234,3.3312025963049234,0,0.19803800387308002,0,0,
0.5,0,peak_hour,189,60,552.1545319004167,531.9936554763992,552.1545319004167,539.4532107261981,552.1545319004167,0.0,0.0,0,0.15777200314914808,0,0,
0.5,0,peak_hour,104,162,688.6458073807886,688.6458073807886,688.6458073807886,556.2055066796563,556.2055066796563,19.23199114576168,19.23199114576168,0,0.19716800306923687,0,0,
0.5,0,peak_hour,86,168,518.2040381758329,488.1946205949128,518.2040381758329,529.5709562963559,532.1945329762988,-2.6998042797417776,-2.6998042797417776,0,0.14116099919192493,0,0,
0.5,0,peak_hour,66,34,427.90294693064345,427.90294693064345,427.90294693064345,427.90294693064345,427.90294693064345,0.0,0.0,0,0.21339100203476846,0,0,
0.5,0,peak_hour,148,33,740.0084102308774,621.5740981636383,740.0084102308774,686.5680861519364,686.5680861519364,7.221583341501211,7.221583341501211,0,0.1865619997261092,0,0,
0.5,0,peak_hour,34,78,821.7346412464469,611.227434949669,821.7346412464469,611.227434949669,611.227434949669,25.61741902196923,25.61741902196923,0,0.23049899755278602,0,0,
0.5,0,peak_hour,125,74,693.5999496123642,666.6768035970148,693.5999496123642,693.5999496123642,693.5999496123642,0.0,0.0,0,0.41609699837863445,0,0,
0.5,0,peak_hour,198,18,415.9584614990473,415.6952448447166,415.9584614990473,416.4691714435579,416.4691714435579,-0.12277907334066297,-0.12277907334066297,0,0.3963659983128309,0,0,
0.5,0,peak_hour,158,200,609.63857258191,609.63857258191,609.63857258191,609.63857258191,609.63857258191,0.0,0.0,0,0.21276299958117306,0,0,
0.5,0,peak_hour,54,148,573.3700409477401,618.4766452887958,573.3700409477401,616.5729309904159,573.3700409477401,0.0,0.0,0,0.25652900512795895,0,0,
0.5,0,peak_hour,92,186,764.2018107925746,729.858471761316,764.2018107925746,717.4098070650062,712.2144540225956,6.802830879982014,6.802830879982014,1,0.16586249694228172,0,0,
0.5,0,peak_hour,130,17,616.71658809656,710.626202020489,616.71658809656,636.806047062607,616.71658809656,0.0,0.0,1,0.334281001414638,0,0,
0.5,0,peak_hour,162,8,424.4370992316197,420.8883428701667,424.4370992316197,424.3975346748763,424.4370992316197,0.0,0.0,1,0.17292949632974342,0,0,
0.5,0,peak_hour,140,21,330.045587826276,330.045587826276,330.045587826276,330.045587826276,330.045587826276,0.0,0.0,0,0.12033499660901725,0,0,
0.5,0,peak_hour,164,35,414.3660265950163,524.0907703446031,414.3660265950163,414.1553124885744,414.1553124885744,0.05085216762904538,0.05085216762904538,1,0.10310349898645654,0,0,
0.5,0,peak_hour,92,71,463.79647697078514,463.79647697078514,463.79647697078514,463.79647697078514,463.79647697078514,0.0,0.0,0,0.18580700270831585,0,0,
0.5,0,peak_hour,75,171,386.4423597114434,432.70284886484103,386.4423597114434,386.4423597114434,386.4423597114434,0.0,0.0,0,0.17510299949208274,0,0,
0.5,0,peak_hour,2,185,490.7464695978283,490.89281460867204,490.7464695978283,490.89281460867204,490.89281460867204,-0.02982089936656348,-0.02982089936656348,0,0.20981499983463436,0,0,
0.5,0,peak_hour,50,136,491.1860116590151,485.60251151057474,491.1860116590151,487.0275239174571,487.0275239174571,0.8466217772595837,0.8466217772595837,0,0.9241630032192916,0,0,
0.5,0,peak_hour,127,189,568.2976814224307,618.3540548105552,568.2976814224307,568.7707761007388,568.7707761007388,-0.08324768757174747,-0.08324768757174747,0,0.44884100498165935,0,0,
0.5,0,peak_hour,128,106,582.137120921378,582.137120921378,582.137120921378,582.137120921378,582.137120921378,0.0,0.0,0,0.5748519979533739,0,0,
0.5,0,peak_hour,37,34,384.93627522970826,366.52197298826155,384.93627522970826,376.0816151275285,376.0816151275285,2.3002924566919036,2.3002924566919036,0,0.19179499940946698,0,0,
0.5,0,peak_hour,200,205,404.6834679539757,404.6834679539757,404.6834679539757,404.6834679539757,404.6834679539757,0.0,0.0,0,0.1865820013335906,0,0,
0.5,0,peak_hour,31,184,683.3832480631589,681.5318653831024,683.3832480631589,426.2976440815746,426.2976440815746,37.61953555493421,37.61953555493421,0,2.9655719990842044,0,0,
0.5,0,peak_hour,18,154,569.3297902957406,555.0932719071634,569.3297902957406,569.3297902957406,569.3297902957406,0.0,0.0,0,0.8105849992716685,0,0,
0.5,0,peak_hour,69,136,825.9946749275229,800.0075454456883,825.9946749275229,825.9946749275229,825.9946749275229,0.0,0.0,0,0.18797499797074124,0,0,
0.5,0,peak_hour,183,19,365.62191188344315,369.32221292269963,365.62191188344315,378.5767260443434,378.5767260443434,-3.5432269620181067,-3.5432269620181067,0,0.36685400118585676,0,0,
0.5,0,peak_hour,152,154,376.81429171162813,375.3221069769367,376.81429171162813,371.31467632542854,371.31467632542854,1.4595028657799394,1.4595028657799394,0,0.6661440056632273,0,0,
0.5,0,peak_hour,184,31,349.75297822698565,326.01137368692,349.75297822698565,349.75297822698565,349.75297822698565,0.0,0.0,0,0.1871209969976917,0,0,
0.5,0,peak_hour,76,124,862.5710468320194,911.3347231937352,862.5710468320194,810.9039089511932,888.4065607956624,-2.9951751868474497,-2.9951751868474497,1,0.16189099915209226,0,0,
0.5,0,peak_hour,89,29,804.8068700786948,869.692584148963,804.8068700786948,754.4310542575364,749.0090207039675,6.933073194227498,6.933073194227498,0,0.2799869980663061,0,0,
0.5,0,peak_hour,158,120,617.2372122365447,617.2372122365447,617.2372122365447,614.6236311840139,614.6236311840139,0.42343219117663466,0.42343219117663466,0,0.16817300638649613,0,0,
0.5,0,peak_hour,5,148,453.0577263438428,439.22068422097703,453.0577263438428,453.0577263438428,453.0577263438428,0.0,0.0,0,0.1726990012684837,0,0,
0.5,0,peak_hour,89,25,597.0293013858269,597.0293013858269,597.0293013858269,581.5058925797314,581.5058925797314,2.6001083648763164,2.6001083648763164,0,0.9638959963922389,0,0,
0.5,0,peak_hour,16,82,625.9396601598056,581.4107650005341,625.9396601598056,596.2543145749279,625.9396601598056,0.0,0.0,0,0.21642800129484385,0,0,
0.5,0,peak_hour,64,197,516.7204830254032,518.0824960114384,516.7204830254032,516.7204830254032,516.7204830254032,0.0,0.0,0,0.19476799934636801,0,0,
0.5,0,off_peak,18,160,460.8620622477061,459.25803775242485,460.8620622477061,461.00123922175766,461.00123922175766,-0.030199269033509675,-0.030199269033509675,1,0.7843824969313573,0,0,
0.5,0,off_peak,135,90,371.09297295466865,371.09297295466865,371.09297295466865,371.09297295466865,371.09297295466865,0.0,0.0,0,0.23919399973237887,0,0,
0.5,0,off_peak,89,177,450.53693273129204,450.53693273129204,450.53693273129204,450.53693273129204,450.53693273129204,0.0,0.0,0,0.22150499717099592,0,0,
0.5,0,off_peak,152,157,377.1946760243137,377.1946760243137,377.1946760243137,374.30478416288344,374.30478416288344,0.7661539372427386,0.7661539372427386,0,0.8183160025510006,0,0,
0.5,0,off_peak,14,200,486.1354666910935,487.1577015774018,486.1354666910935,486.1354666910935,486.1354666910935,0.0,0.0,0,0.17978799587581307,0,0,
0.5,0,off_peak,92,184,346.1327197404894,346.8313905418299,346.1327197404894,346.90764314025654,346.90764314025654,-0.22388042377159265,-0.22388042377159265,0,0.1553390029584989,0,0,
0.5,0,off_peak,75,200,449.1201459538004,449.1201459538004,449.1201459538004,449.1201459538004,449.1201459538004,0.0,0.0,0,0.1812129994505085,0,0,
0.5,0,off_peak,187,76,328.40870311536617,328.84373507331446,328.40870311536617,328.40870311536617,328.40870311536617,0.0,0.0,0,0.25250099861295894,0,0,
0.5,0,off_peak,33,172,393.19758630923315,393.19758630923315,393.19758630923315,393.19758630923315,393.19758630923315,0.0,0.0,0,0.17263500194530934,0,0,
0.5,0,off_peak,130,144,334.6940279477832,334.6940279477832,334.6940279477832,334.6940279477832,334.6940279477832,0.0,0.0,0,0.14646999625256285,0,0,
0.5,0,off_peak,90,166,468.6241420428807,420.6915952638841,468.6241420428807,468.6241420428807,468.6241420428807,0.0,0.0,0,0.2112220026901923,0,0,
0.5,0,off_peak,131,28,424.2812430621394,426.21681900473646,424.2812430621394,424.5272991409437,424.2812430621394,0.0,0.0,0,0.22310199710773304,0,0,
0.5,0,off_peak,50,23,410.85081037206396,410.52563892233263,410.85081037206396,410.52563892233263,410.52563892233263,0.07914587035543522,0.07914587035543522,0,0.7116780034266412,0,0,
0.5,0,off_peak,16,158,461.0199266950922,446.28287230990526,461.0199266950922,461.0199266950922,461.0199266950922,0.0,0.0,0,0.18554000416770577,0,0,
0.5,0,off_peak,189,60,645.347422113689,645.347422113689,645.347422113689,645.347422113689,645.347422113689,0.0,0.0,0,0.16717299877200276,0,0,
0.5,0,off_peak,104,162,385.134239939415,385.134239939415,385.134239939415,385.35264326780435,385.134239939415,0.0,0.0,0,0.2138540003215894,0,0,
0.5,0,off_peak,86,168,375.7970102156827,375.7970102156827,375.7970102156827,375.7970102156827,375.7970102156827,0.0,0.0,0,0.14688499504700303,0,0,
0.5,0,off_peak,66,34,428.2565541522773,420.31699432864616,428.2565541522773,420.31699432864616,420.31699432864616,1.8539260512538587,1.8539260512538587,0,0.18041200382867828,0,0,
0.5,0,off_peak,148,33,369.8155093822752,369.8155093822752,369.8155093822752,369.8155093822752,369.8155093822752,0.0,0.0,0,0.18886200268752873,0,0,
0.5,0,off_peak,34,78,464.1826397126729,462.7979517426997,464.1826397126729,462.64311534962616,463.1613092721898,0.22002771174624217,0.22002771174624217,1,0.14402699889615178,0,0,
0.5,0,off_peak,125,74,345.71599154791176,348.0027035044814,345.71599154791176,345.71599154791176,345.71599154791176,0.0,0.0,0,0.41828300163615495,0,0,
0.5,0,off_peak,198,18,408.05608751065375,407.7400562232391,408.05608751065375,407.6486171656824,407.6486171656824,0.09985645538511695,0.09985645538511695,0,0.37107599928276613,0,0,
0.5,0,off_peak,158,200,486.4215610844868,486.4215610844868,486.4215610844868,486.4215610844868,486.4215610844868,0.0,0.0,0,0.19948800036218017,0,0,
0.5,0,off_peak,54,148,349.22232202210625,349.22232202210625,349.22232202210625,349.22232202210625,349.22232202210625,0.0,0.0,0,0.32754099811427295,0,0,
0.5,0,off_peak,92,186,639.019682179211,639.019682179211,639.019682179211,633.1065722829006,633.1065722829006,0.9253408089317803,0.9253408089317803,0,0.2111630019498989,0,0,
0.5,0,off_peak,130,17,339.05155803974947,401.1616676186185,339.05155803974947,339.05155803974947,339.05155803974947,0.0,0.0,0,0.22057200112612918,0,0,
0.5,0,off_peak,162,8,432.5613720586565,423.45735877872175,432.5613720586565,423.45735877872175,423.3809384332039,2.122342450913007,2.122342450913007,0,0.22252499911701307,0,0,
0.5,0,off_peak,140,21,309.4903906178253,309.4903906178253,309.4903906178253,309.4903906178253,309.4903906178253,0.0,0.0,0,0.14480800018645823,0,0,
0.5,0,off_peak,164,35,418.271034309131,418.271034309131,418.271034309131,415.51948601452324,415.51948601452324,0.6578385948127025,0.6578385948127025,1,0.11591350266826339,0,0,
0.5,0,off_peak,92,71,481.9858112974302,481.9858112974302,481.9858112974302,474.4650845676067,474.4650845676067,1.5603626815442684,1.5603626815442684,0,0.15298399375751615,0,0,
0.5,0,off_peak,75,171,293.8167254997655,293.8167254997655,293.8167254997655,290.66071199867446,290.66071199867446,1.0741435824399803,1.0741435824399803,0,0.18027800251729786,0,0,
0.5,0,off_peak,2,185,471.78320433918856,471.78320433918856,471.78320433918856,471.78320433918856,471.78320433918856,0.0,0.0,0,0.25589900178601965,0,0,
0.5,0,off_peak,50,136,423.8090508903166,422.4251451086552,423.8090508903166,422.9183944459562,422.9183944459562,0.2101551258731597,0.2101551258731597,0,0.4093890020158142,0,0,
0.5,0,off_peak,127,189,409.8271368210814,408.8933267725141,409.8271368210814,407.7708011462465,407.7708011462465,0.5017568360126967,0.5017568360126967,0,0.39786999695934355,0,0,
0.5,0,off_peak,128,106,381.2424362356456,337.3233748646876,381.2424362356456,385.1786828434487,385.1786828434487,-1.0324786103743544,-1.0324786103743544,0,0.8047439987421967,0,0,
0.5,0,off_peak,37,34,333.8882973087119,333.8882973087119,333.8882973087119,333.8882973087119,333.8882973087119,0.0,0.0,0,0.24237000616267323,0,0,
0.5,0,off_peak,200,205,382.0432067363669,382.0432067363669,382.0432067363669,382.0432067363669,382.0432067363669,0.0,0.0,0,0.1980439992621541,0,0,
0.5,0,off_peak,31,184,448.6468213275166,451.267714457086,448.6468213275166,448.3060322113653,448.3060322113653,0.07595932924319865,0.07595932924319865,0,1.3916050011175685,0,0,
0.5,0,off_peak,18,154,419.4458099198507,419.4458099198507,419.4458099198507,419.4458099198507,419.4458099198507,0.0,0.0,0,1.1531449999893084,0,0,
0.5,0,off_peak,69,136,349.811825945089,352.26932376259697,349.811825945089,349.811825945089,352.26932376259697,-0.7025199365025764,-0.7025199365025764,0,0.24972199753392488,0,0,
0.5,0,off_peak,183,19,346.45318146463626,344.5092690458383,346.45318146463626,344.3942420089652,344.3942420089652,0.5942908207587724,0.5942908207587724,0,0.36941500002285466,0,0,
0.5,0,off_peak,152,154,374.4118177638966,374.4118177638966,374.4118177638966,374.4118177638966,374.4118177638966,0.0,0.0,0,0.699379997968208,0,0,
0.5,0,off_peak,184,31,271.99881707356485,271.99881707356485,271.99881707356485,271.99881707356485,271.99881707356485,0.0,0.0,0,0.2015450008912012,0,0,
0.5,0,off_peak,76,124,417.4351172993041,490.53377592038146,417.4351172993041,417.4351172993041,417.4351172993041,0.0,0.0,0,0.19940900529036298,0,0,
0.5,0,off_peak,89,29,548.7527949578208,544.9274055690853,548.7527949578208,544.9274055690853,548.7527949578208,0.0,0.0,0,0.5109630001243204,0,0,
0.5,0,off_peak,158,120,378.93291325323196,378.93291325323196,378.93291325323196,378.93291325323196,378.93291325323196,0.0,0.0,0,0.17365800158586353,0,0,
0.5,0,off_peak,5,148,386.42605843026644,386.42605843026644,386.42605843026644,386.42605843026644,386.42605843026644,0.0,0.0,0,0.1498480050940998,0,0,
0.5,0,off_peak,89,25,359.19726279689945,359.19726279689945,359.19726279689945,359.19726279689945,359.19726279689945,0.0,0.0,0,0.14685699716210365,0,0,
0.5,0,off_peak,16,82,433.71692646410725,433.71692646410725,433.71692646410725,433.71692646410725,433.71692646410725,0.0,0.0,0,0.211468999623321,0,0,
0.5,0,off_peak,64,197,453.370305471036,454.77354555761036,453.370305471036,454.77354555761036,454.77354555761036,-0.30951301169062395,-0.30951301169062395,0,0.17641999875195324,0,0,
0.5,0,incident,18,160,888.5768891637464,670.1083921351017,596.5155118491222,599.3089027064184,605.4070075620352,31.86779726717929,-1.4905724220566476,0,0.8739760014577769,14,6,True
0.5,0,incident,135,90,742.5742755948817,847.4888020924452,712.5829893910335,712.5829893910335,699.0579581856416,5.860197267725012,1.898028918280837,1,0.27314700491842814,11,5,True
0.5,0,incident,89,177,913.2856197222916,827.6023566955208,746.8725609011152,879.3585257703908,847.4022782880651,7.213881398270572,-13.460089799745617,1,0.7148949989641551,12,6,True
0.5,0,incident,152,157,550.8628977532553,533.3806391020885,456.0504009823438,417.01004945392685,484.9179193417096,11.97121437666402,-6.329896497664397,0,0.7522060041083023,10,6,True
0.5,0,incident,14,200,963.4678924866847,919.8052442392591,837.1386969454232,870.1621285675774,903.8655570266641,6.186229548987732,-7.970824945103577,0,0.262790999840945,15,8,True
0.5,0,incident,92,184,526.8051107043132,528.056418924877,489.7110269981358,493.13475961809036,489.7110269981358,7.041329507336087,0.0,1,0.18560299940872937,10,6,True
0.5,0,incident,75,200,891.3604964786804,918.8590857010272,779.3755262013408,854.7530983520837,776.4918919999069,12.886885265003542,0.36999291156711867,1,0.209699497645488,12,6,True
0.5,0,incident,187,76,578.0820294483877,578.0820294483877,546.3868146009656,546.3868146009656,578.0820294483877,0.0,-5.800874764990365,0,0.2061099949060008,8,2,True
0.5,0,incident,33,172,764.0637120901696,762.5323607412647,634.844613849746,634.844613849746,674.2447112455737,11.755433404746753,-6.206258434942459,1,0.17726499936543405,10,5,True
0.5,0,incident,130,144,609.3695769233575,609.3695769233575,609.3695769233575,609.3695769233575,609.3695769233575,0.0,0.0,0,0.17972900241147727,8,4,True
