coverage,ret_seed,scenario,origin,destination,b1_tt_s,b2_tt_s,b3_tt_s,b4_tt_s,fw_tt_s,red_vs_b1,red_vs_b3,n_replannings,fw_lat_ms,n_affected,n_affected_obs,incident_visible
1.0,0,incident,92,184,527.0360186611005,527.0360186611005,485.6133824834527,483.1875300249675,485.6133824834527,7.8595455928949916,0.0,1,0.1983339971047826,9,9,True
1.0,0,incident,75,200,891.3604964786804,846.8851051032304,720.6152041065603,734.9729441162513,720.6152041065603,19.155582174288554,0.0,1,0.18315349734621122,12,12,True
1.0,0,incident,187,76,565.2015541099468,565.2015541099468,453.87894632466646,352.9857688322641,453.87894632466646,19.696090178057982,0.0,1,0.23437050185748376,8,8,True
1.0,0,incident,33,172,901.0844953168781,857.5121660573891,526.0905857686625,464.1516849111623,526.0905857686625,41.61584307544256,0.0,1,0.3023829995072447,11,11,True
1.0,0,incident,130,144,609.3695769233575,609.3695769233575,609.3695769233575,609.3695769233575,609.3695769233575,0.0,0.0,0,0.16152199532371014,8,8,True
1.0,0,incident,90,166,565.9564613171575,496.6337189128914,496.6337189128914,496.6337189128914,496.6337189128914,12.24877656541466,0.0,0,0.16121400403790176,8,8,True
1.0,0,incident,131,28,937.163705967641,814.0192187486763,695.714675331615,769.103426231528,671.769266306857,28.31889860552791,3.441843312180284,1,0.7442994974553585,12,12,True
1.0,0,incident,50,23,635.8970132329035,635.2177161827838,549.0149318148626,549.7367808097038,549.0149318148626,13.66291704632044,0.0,1,0.7306935003725812,12,12,True
1.0,0,incident,16,158,800.1735971188543,893.4683293706426,542.9101261362573,542.9101261362573,542.9101261362573,32.15095723089501,0.0,1,0.1839815013227053,11,11,True
1.0,0,incident,189,60,722.6633070149845,722.6633070149845,722.6633070149845,722.6633070149845,722.6633070149845,0.0,0.0,0,0.19477699970593676,11,11,True
1.0,0,incident,104,162,603.1969662850927,565.4141336016148,540.1625439211967,500.82127594667287,540.1625439211967,10.450056264723253,0.0,1,0.21785500211990438,9,9,True
